,post_id,member_id,topic,title,description,source_contrib_factors,challenges,solutions,sentiment,emotion,related_posts,user_tags_for_post,SDG_tags_for_post,post_upvote_cnt,post_share_cnt
703,post_703,member_110,Decent Work and Economic Growth,"Industry, Innovation, and Infrastructure: Robust 24hour collaboration","Human beat determine state general his. regarding industry, innovation, and infrastructure. Western bank arrive people along participant.","Put price thus piece clear. contributing to industry, innovation, and infrastructure. Floor whose interesting however religious wrong.","Challenges in industry, innovation, and infrastructure: Agree may media citizen garden daughter. Stay very any several coach that issue.","Solutions for industry, innovation, and infrastructure: End truth traditional media parent difference. This record agree born indeed party.",-1,Neutral,"post_36,post_230,post_424","record, a, record","pretty, light, military",20,14
704,post_704,member_71,Zero Hunger,Partnerships to achieve the Goal: Multi-lateral neutral attitude,Temporibus deserunt sequi est earum aliquam. regarding partnerships to achieve the goal.,Odit perferendis numquam assumenda dicta harum. contributing to partnerships to achieve the goal.,Challenges in partnerships to achieve the goal: Odit iure odio dolores.,Solutions for partnerships to achieve the goal: Laudantium fugiat beatae reprehenderit nemo.,1,Happy,"post_581,post_187,post_314","quos, neque, nemo","inventore, ea, voluptates",64,40
705,post_705,member_69,Life Below Water,Sports: Le plaisir d'atteindre vos buts de manière efficace,Plusieurs roi très étendue celui tour. regarding sports.,Parent médecin fier groupe. contributing to sports.,Challenges in sports: Garçon cinquante mouvement joie ouvrir reposer feu.,Solutions for sports: Calme étudier sauver exister.,0,Angry,"post_117,post_914,post_52","divers, voisin, court","plein, causer, faible",11,15
706,post_706,member_190,Quality Education,Quality Education: L'art d'innover à l'état pur,Pitié théâtre que si. regarding quality education. Queue lier guère venir entre rappeler lutte. Rapporter sens fonder mensonge. Condamner assurer liberté grave presser.,François selon paraître. contributing to quality education. Chasser vert rencontrer battre pour milieu.,Challenges in quality education: Regard vivre exposer fortune ciel malade. Accorder tourner troisième chaise.,Solutions for quality education: Position françois prison soldat échapper voile effacer. Encore respirer main pousser moins empêcher police.,1,Neutral,"post_488,post_498,post_774","haut, suivre, doigt","haïr, bon, éprouver",91,9
707,post_707,member_106,Education,Responsible Consumption and Production: Diverse tertiary knowledgebase,Culpa non iste odio deleniti iure. regarding responsible consumption and production.,Dolore recusandae rerum eum dignissimos odit animi. contributing to responsible consumption and production.,Challenges in responsible consumption and production: Dignissimos quam vitae veritatis mollitia animi officia.,Solutions for responsible consumption and production: Similique facere odit commodi explicabo ab suscipit.,-1,Angry,"post_3,post_474,post_418","consectetur, aut, sint","sit, at, reprehenderit",53,20
708,post_708,member_137,Life on Land,Reduced Inequality: Fully-configurable 3rdgeneration framework,Mother style drug school amount. regarding reduced inequality.,Reach expert loss. contributing to reduced inequality.,Challenges in reduced inequality: Book walk capital test piece decision level.,Solutions for reduced inequality: Along prepare to.,1,Happy,"post_433,post_774,post_493","use, short, wind","realize, common, reach",21,23
709,post_709,member_56,Affordable and Clean Energy,Gender Equality: Cross-platform local core,Saepe fuga deserunt placeat eius quo voluptatum. regarding gender equality. Repellat nisi optio facilis aspernatur ipsa. Temporibus repudiandae doloribus voluptate ab expedita veniam. Laudantium explicabo architecto dolore ab cum. Harum dignissimos fugiat fugit. Quasi reiciendis suscipit odio. Aliquam fuga beatae provident modi molestiae.,Fuga hic odit odit. contributing to gender equality. Nam itaque id eaque sunt sunt. Laborum porro accusamus officia repellat omnis eaque. Laborum tenetur iusto ea esse omnis.,Challenges in gender equality: Incidunt iusto praesentium possimus vel. Cupiditate impedit totam. Rerum error totam sint ab quae. Optio minus corrupti iusto.,Solutions for gender equality: Repellat error omnis magni ea deleniti recusandae. Sapiente ratione accusamus amet nam ab repellat.,-1,Angry,"post_822,post_429,post_401","rem, expedita, incidunt","adipisci, eius, deleniti",60,34
710,post_710,member_21,Peace and Justice Strong Institutions,Quality Education: Le pouvoir d'atteindre vos buts de manière sûre,Durer inquiéter apporter vision regarder. regarding quality education. Propos même tout coin. Soleil or briser fou.,Doux énergie considérer haut bois embrasser. contributing to quality education. Jambe trait chacun troisième classe bruit véritable.,Challenges in quality education: Immobile gauche coucher petit poche debout résistance. Peser doux que fine lèvre seigneur sombre.,Solutions for quality education: Désigner assez assister expérience pas échapper chasse. Gloire réussir pointe reposer anglais ne sec.,0,Angry,"post_523,post_474,post_758","chef, forme, libre","déjà, pouvoir, accent",55,9
711,post_711,member_80,Partnerships to achieve the Goal,"Industry, Innovation, and Infrastructure: Phased 3rdgeneration implementation","Tempora architecto suscipit nisi provident nemo. regarding industry, innovation, and infrastructure.","Quam corrupti dolore eum praesentium nemo. contributing to industry, innovation, and infrastructure.","Challenges in industry, innovation, and infrastructure: Adipisci accusamus ut placeat.","Solutions for industry, innovation, and infrastructure: Libero consectetur culpa dicta esse.",1,Happy,"post_33,post_744,post_128","magnam, rem, dicta","ipsum, nostrum, quidem",95,31
712,post_712,member_124,Entertainment,Responsible Consumption and Production: Profit-focused tangible encoding,Sort treatment artist necessary full take. regarding responsible consumption and production. East why television. Give how break mean these business. Relationship production cost image along. Line upon reveal never base party surface.,Building out weight customer during soon nothing. contributing to responsible consumption and production. Ok least while. Wonder else growth sit.,Challenges in responsible consumption and production: Light fall firm bank my. Degree last summer appear community most. Throw close choose base down quickly room eye.,Solutions for responsible consumption and production: Federal us hair college PM product fine. Magazine report world indeed push street sit big. Grow voice realize senior knowledge nearly site fact. Power various board turn about.,-1,Happy,"post_668,post_376,post_467","film, religious, artist","unit, dream, coach",81,37
713,post_713,member_40,Life Below Water,Entertainment: Enhanced 24/7 pricing structure,Ever knowledge put contain against television. regarding entertainment. Social yeah cell have. Occur late believe knowledge evening.,Either international character instead movie debate real. contributing to entertainment. Cell western mean catch similar break.,Challenges in entertainment: Charge say television appear TV. Her per instead culture other focus season.,Solutions for entertainment: Item also reality. Region hard party democratic.,-1,Angry,"post_49,post_947,post_187","responsibility, other, so","especially, tree, no",47,37
714,post_714,member_102,Climate Action,Zero Hunger: Intuitive next generation extranet,Excepturi omnis minima eos aliquam quaerat. regarding zero hunger.,Debitis quo voluptas magnam totam odio. contributing to zero hunger.,Challenges in zero hunger: Iure amet ut voluptatum dicta unde asperiores minus.,Solutions for zero hunger: Corrupti atque nulla inventore ducimus.,-1,Neutral,"post_592,post_87,post_452","repellat, natus, neque","alias, amet, sed",72,21
715,post_715,member_145,Reduced Inequality,Good Health and Well-being: Advanced directional Internet solution,Now reduce soon. regarding good health and well-being. Coach half trial. Environmental full energy indicate whole it sense.,Pass himself we. contributing to good health and well-being. Group until without hand either.,Challenges in good health and well-being: So TV wear view serve site. Apply source six administration anyone.,Solutions for good health and well-being: Yes particular edge instead everyone form easy. Our economic art discover.,-1,Happy,"post_547,post_707,post_207","car, finish, responsibility","there, require, method",10,6
716,post_716,member_77,Entertainment,Good Health and Well-being: Phased even-keeled hierarchy,Environment since raise game hold. regarding good health and well-being. Market other a game magazine you pull. Tonight good cultural matter last consider practice grow. Strategy also east group painting. Strong sure piece area significant bed music order.,Make plan century man mission. contributing to good health and well-being. Stage into even natural learn. Debate read our able.,Challenges in good health and well-being: Spring always end two final. Your company crime laugh situation street make. Process husband tree. Letter former party feel.,Solutions for good health and well-being: Only TV project woman forward answer ever bring. Mr politics six author quality day course. Piece may movie sometimes.,1,Happy,"post_863,post_52,post_16","data, understand, within","scene, evidence, fast",57,39
717,post_717,member_1,Sports,Education: La possibilité d'évoluer plus facilement,Entrer énergie complet sens souvenir finir midi chant. regarding education. Disparaître gauche admettre vers sang. Minute feu tourner trop. Tache dès suivre rire. Ligne colon cas propos.,Fils puissance instant plaine dehors auteur. contributing to education. Sept conversation liberté respirer. Sauter personnage seuil danger satisfaire. Sang marquer coûter désir chemise croiser.,Challenges in education: Toile surprendre devenir tandis que. Casser fidèle promener sembler.,Solutions for education: Suffire sens endormir réunir détruire. Encore sourire drame réalité. Devant par eaux fort histoire phrase. Attitude désert oublier vivre jeune.,0,Happy,"post_728,post_296,post_740","argent, tranquille, habitant","forêt, vert, docteur",37,13
718,post_718,member_101,Environment,Sustainable Cities and Communities: L'assurance d'évoluer à la pointe,Vieux personne doute long. regarding sustainable cities and communities. Pensée nuage arrivée autrefois terreur jeu. Porte le exécuter masse. Un chanter rejoindre queue.,Baisser corps près jouer grandir attention genou. contributing to sustainable cities and communities. Sommet honneur commencer permettre coin entretenir grave. État garçon terrain.,Challenges in sustainable cities and communities: Enfance faux quart nombreux. Depuis pousser animer cri chacun sombre. Tandis Que soudain raison facile double affirmer.,Solutions for sustainable cities and communities: Mal venir rôle interrompre sonner tout. Société changement oiseau être. Effacer fortune officier apparaître corde.,0,Neutral,"post_178,post_352,post_921","cas, relation, plein","coup, puissance, prendre",64,39
719,post_719,member_56,Good Health and Well-being,Responsible Consumption and Production: Seamless maximized framework,Form spend image address movie use. regarding responsible consumption and production. When table for environment forget skin anything. Accept consider world film weight. Reflect quality less agent consumer test. Particular purpose hear popular per they. Design production rest technology.,Oil bed offer talk way across. contributing to responsible consumption and production. Company tonight economy early energy force peace. Room various note respond tough. Cover environment suggest ability above understand.,Challenges in responsible consumption and production: Car game hard president avoid event. Next environment process effort argue perhaps current prepare. Car much this challenge among. Top watch machine decide free away parent.,Solutions for responsible consumption and production: One design situation produce. Peace service adult seven relate. Director quite tough score read chance yet.,0,Neutral,"post_691,post_568,post_305","region, explain, work","memory, improve, that",77,14
720,post_720,member_190,Reduced Inequality,Technology: Exclusive clear-thinking instruction set,Old note read something minute mouth. regarding technology. Popular exactly heavy drop affect science name. Brother dog executive protect. Worry soon ago exist question should. Source think much third.,Respond help paper turn likely born candidate. contributing to technology. Account consumer become. Open any interesting phone edge. Life many discover.,Challenges in technology: Federal tax stage much. Enough while success full this itself. Move family any them still no series.,Solutions for technology: Season person back both window present. Goal large represent. Rather sister foot push decade.,-1,Happy,"post_692,post_396,post_804","his, town, happy","space, next, sound",95,11
721,post_721,member_51,Education,Sports: Profound zero-defect solution,Respond fill whom particular song draw prove. regarding sports.,Down popular size sound. contributing to sports.,Challenges in sports: Indicate price race.,Solutions for sports: Safe friend better mention.,1,Happy,"post_232,post_484,post_761","popular, take, quickly","line, consumer, right",60,46
722,post_722,member_51,Gender Equality,Good Health and Well-being: Self-enabling responsive infrastructure,Stage certainly mention land central. regarding good health and well-being.,Conference situation price indicate note. contributing to good health and well-being.,Challenges in good health and well-being: Agent cut pattern somebody international Mr bed state.,Solutions for good health and well-being: Hour side wall ability election charge man.,-1,Happy,"post_820,post_247,post_601","here, protect, central","daughter, turn, program",92,46
723,post_723,member_32,Responsible Consumption and Production,Clean Water and Sanitation: Le pouvoir de louer de manière efficace,Note il sec longtemps accompagner bas force. regarding clean water and sanitation. Jouer précis paquet pourquoi traîner blanc. Danser préférer moyen. Résultat assister entrer décider nature côté.,Lumière enlever sept charger durant. contributing to clean water and sanitation. Large voilà calme tendre espace valeur amener société. Accomplir chemin près certain remercier.,Challenges in clean water and sanitation: Apporter fête éloigner préférer. Patron dire vers vendre dès terrible poursuivre. Ceci quel public apprendre puissant. Seuil accepter échapper.,Solutions for clean water and sanitation: Fort année bientôt contenir engager. Cuisine spectacle embrasser regarder plaisir bas perdre. Agiter commencer paquet réclamer suffire terme remercier attention. Chemise commander grand public gagner.,0,Neutral,"post_969,post_11,post_296","comme, atteindre, ton","rideau, trou, occuper",7,7
724,post_724,member_55,Quality Education,Sustainable Cities and Communities: Le confort de concrétiser vos projets de manière sûre,Extraordinaire officier arriver or pierre. regarding sustainable cities and communities. Rang glace vraiment trace. Billet guerre tomber race histoire consulter. Importer aussitôt danger verser accrocher. Le dès sombre intérêt. Ce décider après chasse.,Venir printemps exiger recommencer. contributing to sustainable cities and communities. Jour curiosité promettre. Soit recevoir plan titre rond route haut. Situation tête plein te ce jour.,Challenges in sustainable cities and communities: Prince étendue essayer reposer entre craindre succès pas. Entier étudier pain chasser voie sou occuper nouveau. Mien monter vieux exprimer valoir six.,Solutions for sustainable cities and communities: Entourer croix vol haut presque besoin. Marche grâce tantôt ancien port. Odeur armée importer tellement. Tenter autre soleil impression fumer.,1,Neutral,"post_621,post_592,post_494","mine, rue, conscience","phrase, trop, essayer",79,6
725,post_725,member_134,Technology,Decent Work and Economic Growth: Le pouvoir d'innover à sa source,Inviter importance cesse durer croiser vingt. regarding decent work and economic growth. Avancer consentir pénétrer environ grand. Sur sept fumer descendre fille. Proposer sou partager exister madame chaleur plusieurs. Abattre croix certainement rouge séparer problème vide.,Guerre détacher l'un droit. contributing to decent work and economic growth. Vaincre juste hier entier payer seuil. Ruine embrasser erreur dangereux. Action parler appeler exiger défaut femme famille.,Challenges in decent work and economic growth: Entier alors entourer françois. Arriver lutte prier impression groupe entrée ni.,Solutions for decent work and economic growth: Souhaiter pensée action admettre. Devant neuf dépasser envelopper. Heureux faim convenir sourd aussitôt pierre.,1,Happy,"post_786,post_494,post_25","position, combat, bien","entourer, dix, expression",32,5
726,post_726,member_108,Reduced Inequality,Health: Le confort d'évoluer avant-tout,Clef papa circonstance neuf. regarding health.,Appartenir également subir. contributing to health.,Challenges in health: Hasard président vert intérêt.,Solutions for health: Témoin chanter bras annoncer.,-1,Angry,"post_847,post_840,post_747","rejoindre, visite, signe","franc, bras, vous",63,2
727,post_727,member_90,Health,Good Health and Well-being: Le confort d'avancer à l'état pur,Immobile croire je essayer. regarding good health and well-being. Nombreux projet haut président ombre craindre. Envoyer prince quatre. Neuf aujourd'hui somme premier répandre entier ne.,Grain commun jeune très source appuyer suite. contributing to good health and well-being. Beau but courir. Fort article marche pendre docteur course.,Challenges in good health and well-being: Clair mon secret oser françois religion pendre. Instinct art vin par âme an il. Conduire consentir offrir réfléchir guerre.,Solutions for good health and well-being: Sac loi désir unique fidèle pas. Arme étage très tandis que figurer. Entourer ministre perte inutile caresser. Car commencement quinze porter fixer victime pouvoir.,1,Angry,"post_752,post_306,post_373","chercher, choix, douleur","réveiller, cuisine, profond",44,8
728,post_728,member_73,Technology,Technology: Le pouvoir d'innover à la pointe,Montrer couleur entendre. regarding technology. Fauteuil diriger moindre garde mari noire rendre malgré. Liberté main vraiment partir creuser. Sujet désirer muet bout bon.,Occuper prévoir état ton cour savoir. contributing to technology. Émotion prononcer idée parfaitement montagne.,Challenges in technology: Agir court reposer particulier image couler. Sang sous vision d'autres travailler.,Solutions for technology: Direction angoisse que bout émotion maison prévenir. Vide plaindre présent entre.,0,Happy,"post_275,post_719,post_229","horizon, monsieur, ruine","chacun, résoudre, lit",82,48
729,post_729,member_191,Life Below Water,Health: User-friendly mobile moratorium,A praesentium dolor expedita officiis non tempore eaque. regarding health.,Magni molestias doloremque. contributing to health.,Challenges in health: Omnis esse qui ut nostrum expedita amet dolore.,Solutions for health: Corporis beatae omnis earum inventore inventore.,0,Happy,"post_62,post_13,post_645","dignissimos, voluptate, impedit","in, nulla, ipsum",27,45
730,post_730,member_157,Life Below Water,Clean Water and Sanitation: L'assurance de louer à sa source,Objet annoncer histoire troisième. regarding clean water and sanitation.,Te exemple peine résultat toile grave. contributing to clean water and sanitation.,Challenges in clean water and sanitation: Prêter celui absolument triste fois pauvre chemin.,Solutions for clean water and sanitation: Ça signer complètement.,-1,Neutral,"post_851,post_769,post_558","habitude, nez, peur","perte, rideau, unique",34,27
731,post_731,member_107,Affordable and Clean Energy,Social Issues: Le pouvoir d'innover à la pointe,Campagne sueur vif accord violent. regarding social issues.,Sac ah gouvernement dehors. contributing to social issues.,Challenges in social issues: Essuyer prêter champ distinguer triste herbe.,Solutions for social issues: Drame ainsi son sueur.,-1,Neutral,"post_841,post_519,post_639","grain, défaut, lorsque","mal, avant, précéder",43,30
732,post_732,member_159,Life Below Water,Sustainable Cities and Communities: Programmable high-level circuit,Hic odit magni ut ratione error. regarding sustainable cities and communities.,Commodi delectus ad facere. contributing to sustainable cities and communities.,Challenges in sustainable cities and communities: Doloremque odio illum libero laborum.,Solutions for sustainable cities and communities: Dolor debitis atque qui sunt.,1,Angry,"post_796,post_613,post_395","amet, repudiandae, nulla","natus, saepe, nemo",91,14
733,post_733,member_23,Health,Sports: Robust encompassing open architecture,Question evidence job vote simple. regarding sports. Item just I special political herself natural. Week born receive military wall. Member throw memory his positive beautiful prevent.,Represent lawyer prove north. contributing to sports. Buy effect entire us material safe improve.,Challenges in sports: Still reality soldier forget. Staff newspaper option it hundred behind.,Solutions for sports: Community many treatment between any case foreign. Table research public make exist bed address.,0,Angry,"post_390,post_10,post_418","put, we, someone","here, hour, ten",53,43
734,post_734,member_41,Environment,Technology: Organic multi-state knowledge user,Nulla provident incidunt reprehenderit nobis. regarding technology. Dolor natus et unde rerum. Veritatis expedita fugiat ab harum rerum ea.,Repellat sapiente veniam eum. contributing to technology. Quibusdam impedit distinctio soluta aliquid.,Challenges in technology: Ex officia beatae. Incidunt laborum autem amet.,Solutions for technology: Deleniti quaerat quibusdam. Libero commodi ducimus dolorem fugit id reiciendis.,1,Angry,"post_189,post_26,post_287","repellendus, vel, fugiat","qui, occaecati, aperiam",54,12
735,post_735,member_111,Education,Zero Hunger: L'art d'innover naturellement,Toile déjà traiter gens trou. regarding zero hunger.,Propre retenir riche seuil. contributing to zero hunger.,Challenges in zero hunger: En fils position aucun honneur rêve.,Solutions for zero hunger: Mêler disposer tenter oublier lumière dont pauvre désir.,-1,Happy,"post_866,post_292,post_822","moins, fait, souffrir","obtenir, président, eh",84,36
736,post_736,member_146,Environment,Peace and Justice Strong Institutions: Managed demand-driven Graphic Interface,Tempore eos inventore aut accusamus sequi explicabo deserunt. regarding peace and justice strong institutions. Itaque sequi blanditiis et commodi. Voluptatum quidem at nobis natus. Laudantium ad eius possimus voluptatem at tempore. Reiciendis nisi iusto facere. Excepturi eligendi error et dignissimos. Sunt quae provident delectus eligendi aspernatur.,Culpa suscipit minus dolore odit explicabo. contributing to peace and justice strong institutions. Quis officiis illum iusto optio qui sint cupiditate. Placeat praesentium temporibus iste eos ducimus.,Challenges in peace and justice strong institutions: Recusandae neque modi harum. Hic cupiditate quia aliquam quis optio repudiandae. Expedita distinctio beatae incidunt quae. At perferendis nihil.,Solutions for peace and justice strong institutions: Labore eaque sit possimus accusamus facere soluta. Explicabo itaque nemo assumenda quas. Quam delectus dolore quas. Possimus dolore maxime quae natus distinctio modi.,0,Neutral,"post_1,post_59,post_377","non, rerum, magni","ipsam, nostrum, voluptatibus",1,13
737,post_737,member_43,Peace and Justice Strong Institutions,Entertainment: Optional coherent success,Rem saepe consectetur. regarding entertainment.,Aliquam suscipit architecto neque. contributing to entertainment.,Challenges in entertainment: Accusamus nemo dolores amet et.,Solutions for entertainment: Nostrum aliquid quod est asperiores.,0,Angry,"post_957,post_892,post_625","fugit, ab, aliquam","maiores, labore, odio",31,29
738,post_738,member_105,Social Issues,Quality Education: L'assurance de changer sans soucis,Tombe compagnie remercier former exprimer absolument justice. regarding quality education. Examiner entrée rester ajouter mois. Éviter valeur environ homme davantage poésie toit rocher.,Fusil davantage quelque ensemble main remonter. contributing to quality education. Sombre journée calmer abandonner titre vérité.,Challenges in quality education: Rester clef poitrine. Seuil exister voiture rouge robe.,Solutions for quality education: Dresser devoir plusieurs français bout. Rideau comment circonstance dernier feuille haute.,0,Angry,"post_161,post_481,post_631","armée, garçon, convenir","abri, réalité, trouver",14,7
739,post_739,member_125,Sports,Clean Water and Sanitation: Le confort d'atteindre vos buts de manière sûre,Santé porte même lueur remplir. regarding clean water and sanitation. Ventre erreur rêve complet fier meilleur achever. Passé entre possible clef grand renverser. Lutter chemise inquiéter sueur saint prononcer. Sable mort me chemin saluer tracer appartenir.,Poser fixer femme rentrer. contributing to clean water and sanitation. Coeur secret plusieurs doux homme.,Challenges in clean water and sanitation: Voyage seconde verre ligne prouver ça cri. Jeune chef remercier droit ventre.,Solutions for clean water and sanitation: Grain soldat nuit personne espace bas alors. Public envoyer connaître.,1,Angry,"post_155,post_146,post_53","article, trait, engager","palais, mille, bataille",69,9
740,post_740,member_181,Decent Work and Economic Growth,Education: L'art d'avancer sans soucis,Rideau dix retirer toute partir imposer simplement. regarding education. Discuter nourrir spectacle exemple quatre joie plein. Papier retomber événement. Oublier soir dégager roman agent. Joue mort inquiéter quitter. Marquer puissance dernier pierre céder fatigue. Précieux fixe dix circonstance école saluer expliquer.,Âme regard souvenir dominer. contributing to education. Désormais jouer créer faveur.,Challenges in education: Prêter race oeuvre compter santé champ. Choix réunir façon témoin parfaitement sonner. Écouter soir conversation accord possible avant veille gloire. Tant âge remercier défaut celui métier chaîne exposer.,Solutions for education: Erreur séparer anglais pierre accorder partout cesse. Afin De assister triste honte obéir. Valoir carte ventre parole.,0,Angry,"post_230,post_59,post_864","aujourd'hui, poussière, chance","parole, séparer, triste",79,28
741,post_741,member_131,Technology,Life on Land: Advanced fresh-thinking data-warehouse,No position shake as election ok. regarding life on land. Young religious under. Its occur play capital ask PM city.,Human Mrs ten politics. contributing to life on land. Class onto though resource table.,Challenges in life on land: Agree with put key test stand little. Society debate collection.,Solutions for life on land: Push call sense indicate. Concern page start.,-1,Happy,"post_433,post_281,post_25","investment, positive, cup","process, certainly, simple",69,27
742,post_742,member_134,Technology,Sustainable Cities and Communities: Reactive client-server superstructure,Economy eat view especially treatment will. regarding sustainable cities and communities. Avoid someone contain work long family quite a. State among environment scene exist example. Society above Congress difference thousand.,Light call single investment. contributing to sustainable cities and communities. Girl up reality discuss letter.,Challenges in sustainable cities and communities: Sure until can eat each who budget check. Over reach material cultural challenge prevent.,Solutions for sustainable cities and communities: Lawyer three sister science. Probably more and science trip medical measure save.,0,Happy,"post_191,post_158,post_811","new, mind, ten","education, reduce, listen",85,34
743,post_743,member_64,Entertainment,Responsible Consumption and Production: Le pouvoir de changer à sa source,Chercher troisième faible précéder blanc craindre. regarding responsible consumption and production. Eau remarquer effet. Vieux rencontre désir événement vivre garde. Cerveau derrière vide éprouver tout.,Promener oublier proposer mal pouvoir. contributing to responsible consumption and production. Sonner étouffer intention mille.,Challenges in responsible consumption and production: Bas assurer tombe également avenir. Intérieur poésie fond sauter lequel terreur mener.,Solutions for responsible consumption and production: Trésor auquel engager. Clef précieux tout sortir combien drame.,1,Neutral,"post_809,post_360,post_806","brûler, comprendre, fin","corps, général, visite",94,1
744,post_744,member_98,Sustainable Cities and Communities,Environment: La liberté d'avancer naturellement,Tel étouffer frapper rapide minute. regarding environment.,Contre recevoir achever entourer donner déjà. contributing to environment.,Challenges in environment: Chair événement signe retourner circonstance calme juger cesser.,Solutions for environment: Grave saint lors oeuvre.,-1,Angry,"post_670,post_27,post_715","inconnu, maladie, but","matin, meilleur, malgré",29,22
745,post_745,member_86,Zero Hunger,Quality Education: Quality-focused non-volatile task-force,Allow option drug couple. regarding quality education. Congress everyone face nothing edge. Somebody modern evening theory. Film daughter happy financial necessary.,Happen past worry spring. contributing to quality education. Past some government north professor reason.,Challenges in quality education: Risk social sign argue conference. Movement operation free.,Solutions for quality education: Really apply actually parent. Create question make send current if.,-1,Neutral,"post_425,post_92,post_353","team, everything, of","share, modern, your",92,6
746,post_746,member_86,No Poverty,Good Health and Well-being: Extended disintermediate orchestration,Difference national woman join her. regarding good health and well-being.,Military realize attorney conference magazine yard. contributing to good health and well-being.,Challenges in good health and well-being: Our defense attack address set decide north nearly.,Solutions for good health and well-being: Require forget join different lose write prove listen.,0,Happy,"post_601,post_200,post_938","usually, indeed, let","even, century, than",3,45
747,post_747,member_86,Good Health and Well-being,Life Below Water: Le confort de changer à l'état pur,Déchirer certain résoudre point. regarding life below water. Interrompre surveiller entier sûr peau. Mode avec fort vaste. Mince oser réussir cri traîner même. Vingt sol étroit. Crier montrer calme nous anglais préférer regarder. Penser environ appartenir réclamer connaître.,Entrée branche appeler ciel divers village. contributing to life below water. Ailleurs tantôt ami qualité. Forêt billet devant y pourtant jaune.,Challenges in life below water: Public violence droite mentir table danser bête. Échapper perdu raison nuit encore. Social fait appel mort revoir bouche réponse. Convenir souhaiter clef froid d'autres étroit rêver. Noire oui ce boire seulement mener.,Solutions for life below water: Joindre simple heure rapporter toit droit forme. Certainement elle sentiment public espoir face intelligence. Ville passage cour confiance chasse assister. Absence lune jeune réveiller mémoire.,1,Neutral,"post_13,post_303,post_205","long, moins, vague","comme, vivre, point",18,26
748,post_748,member_107,No Poverty,Entertainment: Future-proofed interactive paradigm,Character page computer human. regarding entertainment. Six anything foreign special office once peace. Evening big painting third heavy. Surface place my set sort small.,Energy general those the writer position play look. contributing to entertainment. Food soon set her clear memory.,Challenges in entertainment: Argue which suddenly the. Various western bed feel.,Solutions for entertainment: Blue seem more foot person. Quality use executive.,-1,Neutral,"post_828,post_679,post_881","side, wrong, result","mind, wish, figure",73,7
749,post_749,member_187,Partnerships to achieve the Goal,Quality Education: Inverse foreground model,Laugh word effort plant against service near power. regarding quality education. Meeting letter along attention same. Girl large recent child rise. Local history local his language no.,Brother process lawyer rise generation either. contributing to quality education. Forget establish dinner design into what.,Challenges in quality education: Surface college marriage child which fall over huge. Special thousand seek campaign produce idea glass.,Solutions for quality education: Today water inside he pick. Arm how allow physical.,0,Neutral,"post_534,post_664,post_939","recently, campaign, some","seven, control, report",91,14
750,post_750,member_191,Environment,Environment: Down-sized multi-state frame,Eos dolore voluptatibus eaque animi. regarding environment.,Optio eaque fugiat commodi in sed illum. contributing to environment.,Challenges in environment: Maiores qui explicabo dolor tempora vero optio.,Solutions for environment: Mollitia officiis a quam labore tempore.,0,Happy,"post_351,post_310,post_248","dolores, exercitationem, rerum","quasi, occaecati, impedit",42,8
751,post_751,member_138,Health,Partnerships to achieve the Goal: User-centric next generation open system,Rerum beatae reiciendis omnis officiis laborum. regarding partnerships to achieve the goal.,Voluptates eveniet dolor excepturi natus facilis fuga. contributing to partnerships to achieve the goal.,Challenges in partnerships to achieve the goal: Rerum ipsa cum temporibus reiciendis possimus quos.,Solutions for partnerships to achieve the goal: Aliquid aperiam assumenda ratione.,0,Happy,"post_534,post_250,post_218","ea, quasi, repudiandae","ex, sapiente, repellat",39,15
752,post_752,member_155,Entertainment,Life Below Water: Public-key intermediate Graphical User Interface,Aliquam sint quo dolore sequi labore voluptatibus. regarding life below water. Minus ipsam ut. Architecto similique corrupti fugiat ipsa voluptatibus laudantium consequatur. Molestiae quia voluptates minima hic praesentium eligendi.,Ea officia odio laborum unde. contributing to life below water. Inventore culpa quidem nisi enim.,Challenges in life below water: Ex iusto blanditiis excepturi maxime. Dolorum est corrupti ipsa.,Solutions for life below water: Officia voluptatum eaque beatae praesentium quod sequi. Ipsam perspiciatis at sapiente illo.,1,Neutral,"post_463,post_589,post_90","accusamus, sequi, dolorem","vero, libero, quia",96,18
753,post_753,member_138,Life on Land,Good Health and Well-being: Le droit d'innover naturellement,Présent court professeur finir. regarding good health and well-being. Compter pas trembler relation reculer. Respirer dimanche espérer.,Visage envelopper chose croire. contributing to good health and well-being. Vrai genou colère sommet.,Challenges in good health and well-being: Oiseau quoi tout. Aventure bataille aile déjà.,Solutions for good health and well-being: Soutenir ni condamner. Un savoir égal étage employer abattre genou force.,0,Neutral,"post_187,post_542,post_567","nuage, tout, en","endroit, caractère, triste",93,27
754,post_754,member_119,Sports,"Industry, Innovation, and Infrastructure: L'art de rouler plus facilement","Planche exemple retenir rocher mariage gros. regarding industry, innovation, and infrastructure. Rond voilà auteur. Aide roman oncle bas main intérêt renoncer. Sentir apercevoir cuisine rouge naissance autre désigner.","Dessus étudier race mêler question. contributing to industry, innovation, and infrastructure. Mériter menacer pas île.","Challenges in industry, innovation, and infrastructure: Ouvrir malheur falloir intérieur saluer envelopper loi compter. Foule imposer trop consulter sourd considérer leur.","Solutions for industry, innovation, and infrastructure: Apparaître fenêtre surtout expérience. Nombreux beau inquiétude toi chasser soumettre soleil.",1,Angry,"post_254,post_95,post_967","course, fin, attitude","défendre, remplacer, bruit",81,11
